year,iso_code,country,chamber,status,percentage_of_women,date_from,date_to,notes,structure,chamber_type
1960,JO,Jordan,Senate,NA,0,1950-01-01,1966-12-31,NA,Bicameral,Upper chamber
1960,KZ,Kazakhstan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,LS,Lesotho,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,LR,Liberia,The Liberian Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,MG,Madagascar,Senate,NA,0,1960-06-01,1965-07-31,NA,Bicameral,Upper chamber
1960,MY,Malaysia,Senate,NA,0,1960-01-01,1964-12-31,NA,Bicameral,Upper chamber
1960,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1960,MX,Mexico,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,MA,Morocco,House of Councillors,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,NA,Namibia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,NP,Nepal,National Assembly,NA,2.8,1959-01-01,1990-12-31,NA,Bicameral,Upper chamber
1960,NL,Netherlands,Senate,NA,5.3,1957-01-01,1970-12-31,NA,Bicameral,Upper chamber
1960,NG,Nigeria,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,PK,Pakistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,PW,Palau,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,PY,Paraguay,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,PH,Philippines,Senate,NA,0,1957-01-01,1960-12-31,NA,Bicameral,Upper chamber
1960,PL,Poland,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,RO,Romania,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,RU,Russian Federation,Council of the Federation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,LC,Saint Lucia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,ZA,South Africa,National Council of Provinces,NA,3.7,1960-11-01,1965-10-31,NA,Bicameral,Upper chamber
1960,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,ES,Spain,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,CH,Switzerland,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,TJ,Tajikistan,National Assembly,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1960,TG,Togo,Senate,NA,NA,NA,NA,NA,NA,Upper chamber
1960,TT,Trinidad and Tobago,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
1960,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
1960,GB,United Kingdom,House of Lords,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,US,United States of America,Senate,NA,2,1960-11-01,1968-10-31,NA,Bicameral,Upper chamber
1960,UY,Uruguay,Senate,NA,0,1946-11-01,1989-10-31,NA,Bicameral,Upper chamber
1960,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1960,ZW,Zimbabwe,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,AF,Afghanistan,House of Elders,NA,0,1965-07-01,1987-12-31,NA,Bicameral,Upper chamber
1965,DZ,Algeria,Council of the Nation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,AG,Antigua and Barbuda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,AR,Argentina,Senate,NA,0,1963-07-01,1973-03-31,NA,Bicameral,Upper chamber
1965,AU,Australia,Senate,NA,6.7,1964-01-01,1966-12-31,NA,Bicameral,Upper chamber
1965,AT,Austria,Federal Council,NA,13.7,1962-01-01,1965-12-31,NA,Bicameral,Upper chamber
1965,BS,Bahamas,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,BH,Bahrain,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,BB,Barbados,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,BY,Belarus,Council of the Republic,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,BE,Belgium,Senate,NA,1.1,1965-01-01,1967-12-31,NA,Bicameral,Upper chamber
1965,BZ,Belize,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,0,1960-01-01,1978-12-31,NA,Bicameral,Upper chamber
1965,BA,Bosnia and Herzegovina,House of Peoples,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,BR,Brazil,Federal Senate,NA,0,1962-01-01,1977-12-31,NA,Bicameral,Upper chamber
1965,BI,Burundi,Senate,NA,0,1965-01-01,2005-06-30,NA,Bicameral,Upper chamber
1965,KH,Cambodia,Senate,NA,0,1955-01-01,1971-12-31,NA,Bicameral,Upper chamber
1965,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,CA,Canada,Senate,NA,5.2,1965-01-01,1965-12-31,NA,Bicameral,Upper chamber
1965,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1965,CL,Chile,Senate,NA,4.4,1965-01-01,1968-12-31,NA,Bicameral,Upper chamber
1965,CO,Colombia,Senate,NA,0,1964-01-01,1965-12-31,NA,Bicameral,Upper chamber
1965,CG,Congo,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,CZ,Czechia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,CD,Democratic Republic of the Congo,Senate,NA,0,1960-01-01,1996-12-31,NA,Bicameral,Upper chamber
1965,DO,Dominican Republic,Senate,NA,3.7,1962-01-01,1969-12-31,NA,Bicameral,Upper chamber
1965,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1965,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,SZ,Eswatini,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,ET,Ethiopia,House of the Federation,NA,0,1957-10-01,1973-06-30,NA,Bicameral,Upper chamber
1965,FR,France,Senate,NA,1.8,1962-01-01,1967-12-31,NA,Bicameral,Upper chamber
1965,GA,Gabon,Transitional Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,DE,Germany,Federal Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,GD,Grenada,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,HT,Haiti,Senate,NA,0,1946-01-01,1987-12-31,NA,Bicameral,Upper chamber
1965,IN,India,Council of States,NA,8.8,1964-01-01,1965-12-31,NA,Bicameral,Upper chamber
1965,IE,Ireland,Senate,NA,6.7,1965-06-01,1969-07-31,NA,Bicameral,Upper chamber
1965,IT,Italy,Senate,NA,1.9,1963-01-01,1967-12-31,NA,Bicameral,Upper chamber
1965,JM,Jamaica,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,JP,Japan,House of Councillors,NA,6.8,1965-01-01,1967-12-31,NA,Bicameral,Upper chamber
1965,JO,Jordan,Senate,NA,0,1950-01-01,1966-12-31,NA,Bicameral,Upper chamber
1965,KZ,Kazakhstan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,LS,Lesotho,Senate,NA,9.1,1965-01-01,1993-02-28,NA,Bicameral,Upper chamber
1965,LR,Liberia,The Liberian Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,MG,Madagascar,Senate,NA,2,1965-08-01,1970-08-31,NA,Bicameral,Upper chamber
1965,MY,Malaysia,Senate,NA,3.4,1965-01-01,1971-12-31,NA,Bicameral,Upper chamber
1965,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1965,MX,Mexico,Senate,NA,3.3,1964-07-01,1975-12-31,NA,Bicameral,Upper chamber
1965,MA,Morocco,House of Councillors,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,NA,Namibia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,NP,Nepal,National Assembly,NA,2.8,1959-01-01,1990-12-31,NA,Bicameral,Upper chamber
1965,NL,Netherlands,Senate,NA,5.3,1957-01-01,1970-12-31,NA,Bicameral,Upper chamber
1965,NG,Nigeria,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,PK,Pakistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,PW,Palau,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,PY,Paraguay,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,PH,Philippines,Senate,NA,12.5,1961-01-01,1966-12-31,NA,Bicameral,Upper chamber
1965,PL,Poland,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,RO,Romania,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,RU,Russian Federation,Council of the Federation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,LC,Saint Lucia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,ZA,South Africa,National Council of Provinces,NA,3.6,1965-11-01,1970-10-31,NA,Bicameral,Upper chamber
1965,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,ES,Spain,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,CH,Switzerland,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,TJ,Tajikistan,National Assembly,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1965,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1965,TT,Trinidad and Tobago,Senate,NA,20.8,1962-01-01,1965-12-31,NA,Bicameral,Upper chamber
1965,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
1965,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
1965,GB,United Kingdom,House of Lords,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,US,United States of America,Senate,NA,2,1960-11-01,1968-10-31,NA,Bicameral,Upper chamber
1965,UY,Uruguay,Senate,NA,0,1946-11-01,1989-10-31,NA,Bicameral,Upper chamber
1965,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1965,ZW,Zimbabwe,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,AF,Afghanistan,House of Elders,NA,0,1965-07-01,1987-12-31,NA,Bicameral,Upper chamber
1970,DZ,Algeria,Council of the Nation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,AG,Antigua and Barbuda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,AR,Argentina,Senate,NA,0,1963-07-01,1973-03-31,NA,Bicameral,Upper chamber
1970,AU,Australia,Senate,NA,3.3,1970-01-01,1973-12-31,NA,Bicameral,Upper chamber
1970,AT,Austria,Federal Council,NA,16.7,1970-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,BS,Bahamas,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,BH,Bahrain,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,BB,Barbados,Senate,NA,9.5,1966-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,BY,Belarus,Council of the Republic,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,BE,Belgium,Senate,NA,0,1968-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,BZ,Belize,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,0,1960-01-01,1978-12-31,NA,Bicameral,Upper chamber
1970,BA,Bosnia and Herzegovina,House of Peoples,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,BR,Brazil,Federal Senate,NA,0,1962-01-01,1977-12-31,NA,Bicameral,Upper chamber
1970,BI,Burundi,Senate,NA,0,1965-01-01,2005-06-30,NA,Bicameral,Upper chamber
1970,KH,Cambodia,Senate,NA,0,1955-01-01,1971-12-31,NA,Bicameral,Upper chamber
1970,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,CA,Canada,Senate,NA,6.6,1970-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1970,CL,Chile,Senate,NA,4,1969-01-01,1989-12-31,NA,Bicameral,Upper chamber
1970,CO,Colombia,Senate,NA,2.5,1970-01-01,1973-12-31,NA,Bicameral,Upper chamber
1970,CG,Congo,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,CZ,Czechia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,CD,Democratic Republic of the Congo,Senate,NA,0,1960-01-01,1996-12-31,NA,Bicameral,Upper chamber
1970,DO,Dominican Republic,Senate,NA,14.8,1970-01-01,1973-12-31,NA,Bicameral,Upper chamber
1970,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1970,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,SZ,Eswatini,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,ET,Ethiopia,House of the Federation,NA,0,1957-10-01,1973-06-30,NA,Bicameral,Upper chamber
1970,FR,France,Senate,NA,1.8,1968-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,GA,Gabon,Transitional Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,DE,Germany,Federal Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,GD,Grenada,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,HT,Haiti,Senate,NA,0,1946-01-01,1987-12-31,NA,Bicameral,Upper chamber
1970,IN,India,Council of States,NA,5.8,1970-01-01,1971-12-31,NA,Bicameral,Upper chamber
1970,IE,Ireland,Senate,NA,8.3,1969-08-01,1973-01-31,NA,Bicameral,Upper chamber
1970,IT,Italy,Senate,NA,3.4,1968-01-01,1971-12-31,NA,Bicameral,Upper chamber
1970,JM,Jamaica,Senate,NA,9.5,1967-01-01,1971-12-31,NA,Bicameral,Upper chamber
1970,JP,Japan,House of Councillors,NA,5.2,1970-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,JO,Jordan,Senate,NA,0,1967-01-01,1988-12-31,NA,Bicameral,Upper chamber
1970,KZ,Kazakhstan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,LS,Lesotho,Senate,NA,9.1,1965-01-01,1993-02-28,NA,Bicameral,Upper chamber
1970,LR,Liberia,The Liberian Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,MG,Madagascar,Senate,NA,7.8,1970-09-01,2001-02-28,NA,Bicameral,Upper chamber
1970,MY,Malaysia,Senate,NA,3.4,1965-01-01,1971-12-31,NA,Bicameral,Upper chamber
1970,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1970,MX,Mexico,Senate,NA,3.3,1964-07-01,1975-12-31,NA,Bicameral,Upper chamber
1970,MA,Morocco,House of Councillors,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,NA,Namibia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,NP,Nepal,National Assembly,NA,2.8,1959-01-01,1990-12-31,NA,Bicameral,Upper chamber
1970,NL,Netherlands,Senate,NA,5.3,1957-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,NG,Nigeria,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,PK,Pakistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,PW,Palau,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,PY,Paraguay,Senate,NA,3.3,1968-01-01,1987-12-31,NA,Bicameral,Upper chamber
1970,PH,Philippines,Senate,NA,0,1969-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,PL,Poland,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,RO,Romania,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,RU,Russian Federation,Council of the Federation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,LC,Saint Lucia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,ZA,South Africa,National Council of Provinces,NA,1.8,1970-11-01,1974-04-30,NA,Bicameral,Upper chamber
1970,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,ES,Spain,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,CH,Switzerland,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,TJ,Tajikistan,National Assembly,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1970,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1970,TT,Trinidad and Tobago,Senate,NA,16.7,1966-01-01,1970-12-31,NA,Bicameral,Upper chamber
1970,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
1970,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
1970,GB,United Kingdom,House of Lords,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,US,United States of America,Senate,NA,1,1968-11-01,1972-10-31,NA,Bicameral,Upper chamber
1970,UY,Uruguay,Senate,NA,0,1946-11-01,1989-10-31,NA,Bicameral,Upper chamber
1970,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1970,ZW,Zimbabwe,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,AF,Afghanistan,House of Elders,NA,0,1965-07-01,1987-12-31,NA,Bicameral,Upper chamber
1975,DZ,Algeria,Council of the Nation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,AG,Antigua and Barbuda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,AR,Argentina,Senate,NA,4.3,1973-04-01,1983-09-30,NA,Bicameral,Upper chamber
1975,AU,Australia,Senate,NA,9.4,1975-01-01,1979-12-31,NA,Bicameral,Upper chamber
1975,AT,Austria,Federal Council,NA,20,1975-01-01,1978-12-31,NA,Bicameral,Upper chamber
1975,BS,Bahamas,Senate,NA,0,1973-01-01,1976-12-31,NA,Bicameral,Upper chamber
1975,BH,Bahrain,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,BB,Barbados,Senate,NA,14.3,1971-01-01,1980-12-31,NA,Bicameral,Upper chamber
1975,BY,Belarus,Council of the Republic,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,BE,Belgium,Senate,NA,6.6,1975-01-01,1977-12-31,NA,Bicameral,Upper chamber
1975,BZ,Belize,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,0,1960-01-01,1978-12-31,NA,Bicameral,Upper chamber
1975,BA,Bosnia and Herzegovina,House of Peoples,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,BR,Brazil,Federal Senate,NA,0,1962-01-01,1977-12-31,NA,Bicameral,Upper chamber
1975,BI,Burundi,Senate,NA,0,1965-01-01,2005-06-30,NA,Bicameral,Upper chamber
1975,KH,Cambodia,Senate,NA,0,1972-01-01,1998-12-31,NA,Bicameral,Upper chamber
1975,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,CA,Canada,Senate,NA,6.6,1975-01-01,1975-12-31,NA,Bicameral,Upper chamber
1975,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1975,CL,Chile,Senate,NA,4,1969-01-01,1989-12-31,NA,Bicameral,Upper chamber
1975,CO,Colombia,Senate,NA,0.9,1974-01-01,1981-12-31,NA,Bicameral,Upper chamber
1975,CG,Congo,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,CZ,Czechia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,CD,Democratic Republic of the Congo,Senate,NA,0,1960-01-01,1996-12-31,NA,Bicameral,Upper chamber
1975,DO,Dominican Republic,Senate,NA,11.1,1974-01-01,1977-12-31,NA,Bicameral,Upper chamber
1975,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1975,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,SZ,Eswatini,Senate,NA,5,1972-04-01,1983-09-30,NA,Bicameral,Upper chamber
1975,ET,Ethiopia,House of the Federation,NA,0,1973-07-01,1995-05-31,NA,Bicameral,Upper chamber
1975,FR,France,Senate,NA,2.5,1974-01-01,1976-12-31,NA,Bicameral,Upper chamber
1975,GA,Gabon,Transitional Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,DE,Germany,Federal Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,GD,Grenada,Senate,NA,7.7,1972-01-01,1989-12-31,NA,Bicameral,Upper chamber
1975,HT,Haiti,Senate,NA,0,1946-01-01,1987-12-31,NA,Bicameral,Upper chamber
1975,IN,India,Council of States,NA,7,1974-01-01,1975-12-31,NA,Bicameral,Upper chamber
1975,IE,Ireland,Senate,NA,6.7,1973-02-01,1977-07-31,NA,Bicameral,Upper chamber
1975,IT,Italy,Senate,NA,1.9,1972-01-01,1975-12-31,NA,Bicameral,Upper chamber
1975,JM,Jamaica,Senate,NA,14.3,1972-01-01,1979-12-31,NA,Bicameral,Upper chamber
1975,JP,Japan,House of Councillors,NA,7.1,1974-01-01,1976-12-31,NA,Bicameral,Upper chamber
1975,JO,Jordan,Senate,NA,0,1967-01-01,1988-12-31,NA,Bicameral,Upper chamber
1975,KZ,Kazakhstan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,LS,Lesotho,Senate,NA,9.1,1965-01-01,1993-02-28,NA,Bicameral,Upper chamber
1975,LR,Liberia,The Liberian Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,MG,Madagascar,Senate,NA,7.8,1970-09-01,2001-02-28,NA,Bicameral,Upper chamber
1975,MY,Malaysia,Senate,NA,3.7,1972-01-01,1975-12-31,NA,Bicameral,Upper chamber
1975,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1975,MX,Mexico,Senate,NA,3.3,1964-07-01,1975-12-31,NA,Bicameral,Upper chamber
1975,MA,Morocco,House of Councillors,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,NA,Namibia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,NP,Nepal,National Assembly,NA,2.8,1959-01-01,1990-12-31,NA,Bicameral,Upper chamber
1975,NL,Netherlands,Senate,NA,4,1971-01-01,1976-12-31,NA,Bicameral,Upper chamber
1975,NG,Nigeria,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,PK,Pakistan,Senate,NA,2.2,1973-01-01,1976-12-31,NA,Bicameral,Upper chamber
1975,PW,Palau,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,PY,Paraguay,Senate,NA,3.3,1968-01-01,1987-12-31,NA,Bicameral,Upper chamber
1975,PH,Philippines,Senate,NA,12.5,1971-01-01,1986-12-31,NA,Bicameral,Upper chamber
1975,PL,Poland,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,RO,Romania,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,RU,Russian Federation,Council of the Federation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,LC,Saint Lucia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,ZA,South Africa,National Council of Provinces,NA,3.6,1974-05-01,1994-03-31,NA,Bicameral,Upper chamber
1975,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,ES,Spain,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,CH,Switzerland,Council of States,NA,0,1975-01-01,1978-12-31,NA,Bicameral,Upper chamber
1975,TJ,Tajikistan,National Assembly,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
